Branch,Division,Group,Item,Qty,Total Amount
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT TOFFEE NUT MEDIUM,9,2648.65
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CLASSIC HOT CHOC LARGE,12,3531.53
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,SPANISH LATTE SMALL,224,49945.95
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,SPANISH LATTE MEDIUM,301,88582.58
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,SALTED CARAMEL LATTE SMALL,26,4108.11
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,SALTED CARAMEL LATTE MEDIUM,46,12156.16
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,SALTED CARAMEL LATTE LARGE,12,3891.89
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,SIGNATURE HOT CHOCOLATE LARGE,20,5885.89
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,TOFFEE NUT LATTE LARGE,24,7927.93
Stories sin el fil,HOT BAR SECTION,TEA,ENGLISH BREAKFAST TEA MEDIUM,141,19843.84
Stories sin el fil,HOT BAR SECTION,TEA,EARL GREY LAVENDER TEA MEDIUM,117,19507.51
Stories sin el fil,HOT BAR SECTION,TEA,ORGANIC GREEN TEA MEDIUM,183,30270.27
Stories sin el fil,HOT BAR SECTION,TEA,SOUTHERN MINT HERBAL TEA MEDIUM,152,24888.89
Stories sin el fil,HOT BAR SECTION,TEA,ADD ENGLISH BREAKFAST TEA BAG,2,84.08
Stories sin el fil,HOT BAR SECTION,TEA,ADD EARL GREY LAVENDER  BAG,2,84.08
Stories sin el fil,HOT BAR SECTION,TEA,ADD GREEN TEA BAG,1,54.05
Stories sin el fil,HOT BAR SECTION,TEA,ADD SOUTHERN MINT HERBAL TEA BAG,1,42.04
Stories sin el fil,HOT BAR SECTION,TEA,GOLDEN CHAMOMILE HERBAL TEA MEDIUM,181,29765.77
Stories sin el fil,HOT BAR SECTION,TEA,ADD GOLDEN CHAMOMILE HERBAL TEA BAG,1,42.04
Stories sin el fil,HOT BAR SECTION,TEA,BOMBAY CHAI BLACK TEA MEDIUM,4,672.67
Stories sin el fil,HOT BAR SECTION,TEA,MEDITERRANEAN CARAMEL TEA MEDIUM,4,672.67
Stories sin el fil,HOT BAR SECTION,TEA,LEMONGRASS&ORANGE TEA MEDIUM,93,14798.8
Stories sin el fil,HOT BAR SECTION,TEA,ADD MEDITERRANEAN CARAMEL TEA BAG,1,42.04
Stories sin el fil,HOT BAR SECTION,TEA,ADD LEMONGRASS&ORANGE TEA BAG,1,42.04
Stories sin el fil,HOT BAR SECTION,BEANS,YIRGACHEFFE BEANS 250G,7,4204.2
Stories sin el fil,HOT BAR SECTION,BEANS,HOUSE BLEND BEANS 250G,4,1921.92
Stories sin el fil,HOT BAR SECTION,BEANS,AMERICAN COFFEE BEANS 250G,1,480.48
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED AMERICANO SMALL,111,21237.24
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED AMERICANO MEDIUM,164,37429.43
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED LATTE SMALL,417,79675.68
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED LATTE MEDIUM,1072,244660.66
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MOCHA SMALL,44,9129.13
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MOCHA MEDIUM,104,27483.48
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA SMALL,184,21225.23
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA MEDIUM,303,80072.07
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED AMERICANO LARGE,99,26162.16
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED LATTE LARGE,114,30126.13
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MOCHA LARGE,9,2648.65
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA LARGE,82,24132.13
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN MEDIUM,172,39255.25
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN LARGE,14,3699.7
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE SMALL,112,21207.21
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE MEDIUM,383,87411.41
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE LARGE,80,21141.14
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN SMALL,204,17045.05
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO SMALL,63,13921.92
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO MEDIUM,155,40960.96
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO LARGE,22,6474.47
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE SMALL,10,1921.92
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE MEDIUM,42,11351.35
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC MEDIUM,14,3699.7
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC SMALL,9,2054.05
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,BLUE NADE,59,15591.59
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED DOUBLE SHOT TOFFEE NUT SMALL,2,420.42
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED DOUBLE SHOT TOFFEE NUT MEDIUM,10,2402.4
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,SIGNATURE ICED CHOCOLATE SMALL,9,1825.83
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,SIGNATURE ICED CHOCOLATE MEDIUM,38,10042.04
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED DOUBLE SHOT TOFFEE NUT LARGE,1,270.27
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE LARGE,3,900.9
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC LARGE,2,588.59
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,SIGNATURE ICED CHOCOLATE LARGE,1,294.29
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SPANISH LATTE SMALL,213,53117.12
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SPANISH LATTE MEDIUM,572,164900.9
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SALTED CARAMEL LATTE SMALL,8,1597.6
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SALTED CARAMEL LATTE MEDIUM,20,5285.29
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SALTED CARAMEL LATTE,13,3903.9
Stories sin el fil,COLD BAR SECTION,MIXED COLD BEVERAGES,COLD BREW BOTTLE,473,67687.69
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,COFFEE FRAPPE SMALL,46,8288.29
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,COFFEE FRAPPE MEDIUM,53,11141.14
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,CARAMEL FRAPP SMALL,177,38384.38
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,CARAMEL FRAPP MEDIUM,399,106354.36
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,CARAMEL FRAPP LARGE,75,22552.55
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,COFFEE FRAPP LARGE,9,2162.16
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,MOCHA FRAPP SMALL,74,15555.56
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,MOCHA FRAPP MEDIUM,183,45615.62
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,MOCHA FRAPP LARGE,17,4834.83
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,ESPRESSO FRAPP SMALL,48,8648.65
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,ESPRESSO FRAPP MEDIUM,112,23543.54
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,ESPRESSO FRAPP LARGE,10,2402.4
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,VANILLA CREAM FRAPP SMALL,24,4834.83
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,VANILLA CREAM FRAPP MEDIUM,51,12882.88
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,VANILLA CREAM FRAPP LARGE,4,1141.14
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA FRAPP SMALL,21,4414.41
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA FRAPP MEDIUM,66,16426.43
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA FRAPP LARGE,4,1141.14
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA CREAM FRAPP SMALL,1,210.21
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA CREAM FRAPP MEDIUM,19,4684.68
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,CHOCOLATE CREAM FRAPP MEDIUM,133,35459.46
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,CHOCOLATE CREAM FRAPP LARGE,24,6816.82
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA CREAM FRAPP LARGE,4,1081.08
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,CHOCOLATE CREAM FRAP SMALL,72,15507.51
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,CARAMEL CREAM  FRAPP MEDIUM,91,24300.3
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,CARAMEL CREAM  FRAPP LARGE,8,2402.4
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,CARAMEL CREAM FRAPP SMALL,56,11561.56
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,MATCHA CREAM  FRAPP SMALL,13,2522.52
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,MATCHA CREAM FRAPP MEDIUM,51,12702.7
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,MATCHA CREAM FRAPP LARGE,11,3093.09
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY CREAM FRAPP SMALL,103,17357.36
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY CREAM FRAPP MEDIUM,159,42420.42
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY CREAM FRAPP LARGE,23,6606.61
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,VANILLA FRAP SMALL,12,2522.52
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,VANILLA FRAPP MEDIUM,23,5945.95
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,VANILLA FRAPP LARGE,2,540.54
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,HAZELNUT FRAPP SMALL,2,420.42
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,HAZELNUT FRAPP MEDIUM,9,2162.16
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,HAZELNUT FRAPP LARGE,3,810.81
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT FRAP SMALL,2,480.48
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT FRAP MEDIUM,22,5945.95
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT CREAM  FRAP SMALL,5,1201.2
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT CREAM  FRAP MEDIUM,12,3243.24
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT CREAM  FRAP LARGE,1,300.3
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT FRAP LARGE,2,600.6
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL FRAPPE SMALL,15,3363.36
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL CREAM FRAPPE SMALL,6,1441.44
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL CREAM FRAPPE MEDIUM,8,2162.16
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL CREAM FRAPPE LARGE,2,600.6
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL FRAPPE MEDIUM,27,7297.3
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL FRAPPE LARGE,7,2102.1
Stories sin el fil,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY SHAKE,6,1981.98
Stories sin el fil,COLD BAR SECTION,ICE TEA,ICED PEACH TEA  SMALL,185,9459.46
Stories sin el fil,COLD BAR SECTION,ICE TEA,ICED PEACH TEA  MEDIUM,124,29789.79
Stories sin el fil,COLD BAR SECTION,ICE TEA,ICED LEMON TEA LARGE,1,270.27
Stories sin el fil,COLD BAR SECTION,ICE TEA,ICED PEACH TEA LARGE,20,5405.41
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SMALL,329,5495.5
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SMALL,221,6306.31
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD HAZELNUT SMALL,44,1231.23
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL MEDIUM,434,13033.03
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD VANILLA MEDIUM,402,12072.07
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD HAZELNUT MEDIUM,61,1831.83
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD SHOT,980,37501.5
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD WHIPPED CREAM,80,2402.4
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD MOCHA SMALL,6,150.15
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD WHITE MOCHA SMALL,413,3963.96
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL DRIZZLE,46,1381.38
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD CHOCOLATE DRIZZLE,28,840.84
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL LARGE,57,1711.71
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD VANILLA LARGE,120,3603.6
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD HAZELNUT LARGE,13,390.39
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SF MEDIUM,337,10120.12
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SF LARGE,37,1111.11
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SF SMALL,346,10060.06
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SF MEDIUM,787,23633.64
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SF LARGE,109,3273.27
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SF SMALL,169,4984.99
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD YIRGACHEFFE SHOT,22,1171.17
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,REPLACE 1 SHOT YIRGACHEFFE,121,7267.27
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,REPLACE 2 SHOT YIRGACHEFFE,290,17417.42
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,REPLACE 3 SHOT YIRGACHEFFE,77,4624.62
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,NO WHIPPED CREAM,2,0
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD WHITE MOCHA MEDIUM,237,7117.12
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD WHITE MOCHA LARGE,35,1051.05
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,1 SHOT DECAFE,300,0
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,2 SHOT DECAFE,410,0
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,3 SHOT DECAFE,95,0
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD MOCHA LARGE,2,60.06
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD MOCHA MEDIUM,12,360.36
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,STRAWBERRY DRIZZLE TOPPING,29,870.87
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD TOFFEE NUT SMALL,3,0
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD TOFFEE NUT MEDIUM,1,30.03
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD MATCHA MEDIUM,1,54.05
Stories sin el fil,COLD BAR SECTION,ADD SYRUP,ADD MATCHA LARGE,1,60.06
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE ALMOND SMALL,179,16126.13
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE ALMOND MEDIUM,330,39639.64
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE COCONUT SMALL,157,14144.14
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE COCONUT MEDIUM,244,26036.04
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE SKIMMED MILK SMALL,651,0
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE SKIMMED MILK MEDIUM,1186,0
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE LACTOSE FREE SMALL,469,0
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE LACTOSE FREE MEDIUM,623,0
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE OAT MEDIUM,110,13213.21
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE OAT SMALL,73,6576.58
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE SOYA SMALL,13,1171.17
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE SOYA MEDIUM,16,1921.92
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE ALMOND SMALL,12,1081.08
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE ALMOND MEDIUM,47,5645.65
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE ALMOND LARGE,31,4654.65
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE COCONUT LARGE,28,3483.48
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE LACTOSE FREE LARGE,53,0
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE SKIMMED MILK LARGE,130,0
Stories sin el fil,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE OAT LARGE,6,900.9
Stories sin el fil,COLD BAR SECTION,REPLACE,ADD FULL FAT MILK,82,0
Stories sin el fil,COLD BAR SECTION,REPLACE,ADD SKIMMED MILK,70,0
Stories sin el fil,GRAB&GO BEVERAGES,SOFT DRINKS,WATER,6298,264780.77
Stories sin el fil,GRAB&GO BEVERAGES,SOFT DRINKS,ORANGE JUICE,242,40696.7
Stories sin el fil,GRAB&GO BEVERAGES,SOFT DRINKS,LEMON JUICE,8,1345.35
Stories sin el fil,GRAB&GO BEVERAGES,SOFT DRINKS,MAWARDI JUICE,37,6222.22
Stories sin el fil,GRAB&GO BEVERAGES,SOFT DRINKS,APPLE JUICE,42,7063.06
Stories sin el fil,GRAB&GO BEVERAGES,SOFT DRINKS,POMEGRANATE JUICE,83,13957.96
Stories sin el fil,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO CLEMENTINE 330ML/24,188,31615.62
Stories sin el fil,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO GLASS 250ML/24,108,14918.92
Stories sin el fil,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO LEMON 330ML/24,201,33801.8
Stories sin el fil,GRAB&GO BEVERAGES,SOFT DRINKS,RIM SPARKLING WATER-250 ML,628,45270.27
Stories sin el fil,COFFEE PASTRY,COFFEE PASTRY,DOUBLE CHOCOLATE MUFFIN,141,27945.95
Stories sin el fil,COFFEE PASTRY,COFFEE PASTRY,ORANGE CAKE,146,39459.46
Stories sin el fil,COFFEE PASTRY,COFFEE PASTRY,RED VELVET CAKE,91,27327.33
Stories sin el fil,COFFEE PASTRY,COFFEE PASTRY,BROWNIES CAKE,387,58108.11
Stories sin el fil,COFFEE PASTRY,COFFEE PASTRY,LAZY CAKE,272,89849.85
Stories sin el fil,COFFEE PASTRY,COFFEE PASTRY,BLUEBERRY CHEESE CAKE,87,33963.96
Stories sin el fil,COFFEE PASTRY,COFFEE PASTRY,FRAMBOISE CHEESE CAKE,57,22252.25
Stories sin el fil,COFFEE PASTRY,COFFEE PASTRY,LOTUS CHEESE CAKE,73,28498.5
Stories sin el fil,COFFEE PASTRY,COFFEE PASTRY,CHOCOLATE MUFFIN,2,360.36
Stories sin el fil,COFFEE PASTRY,COFFEE PASTRY,CARROT CAKE,107,28918.92
Stories sin el fil,COFFEE PASTRY,COFFEE PASTRY,BLUEBERRY MUFFIN,85,16846.85
Stories sin el fil,COFFEE PASTRY,COFFEE PASTRY,APRICOT SABLE,76,18258.26
Stories sin el fil,COFFEE PASTRY,COFFEE PASTRY,CHOCOLATE SABLE,112,26906.91
Stories sin el fil,COFFEE PASTRY,COFFEE PASTRY,RED VELVET MUFFIN_,33,6540.54
Stories sin el fil,CROISSANT,CROISSANT,CHEESE CROISSANT,380,79879.88
Stories sin el fil,CROISSANT,CROISSANT,THYME CROISSANT,175,31531.53
Stories sin el fil,CROISSANT,CROISSANT,PLAIN CROISSANT,81,14594.59
Stories sin el fil,CROISSANT,CROISSANT,CHOCOLATE CROISSANT,262,55075.08
Stories sin el fil,CROISSANT,CROISSANT,ALMOND CROISSANT,103,22888.89
Stories sin el fil,COOKIES,COOKIES,NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,249,74774.77
Stories sin el fil,COOKIES,COOKIES,NY STYLE COOKIE - DOUBLE CHOCOLATE,112,33633.63
Stories sin el fil,COOKIES,COOKIES,GINGERBREAD COOKIES,1,300.3
Stories sin el fil,FRENCH PASTRY,FRENCH PASTRY,FONDANT AU CHOCOLAT,134,48288.29
Stories sin el fil,FRENCH PASTRY,FRENCH PASTRY,ECLAIR ORIGINAL,91,24594.59
Stories sin el fil,FRENCH PASTRY,FRENCH PASTRY,ECLAIR CHOCOLAT,75,20270.27
Stories sin el fil,FRENCH PASTRY,FRENCH PASTRY,CHRISTMAS ORIGINAL ECLAIR,35,10900.9
Stories sin el fil,FRENCH PASTRY,FRENCH PASTRY,ECLAIR CARAMEL,2,540.54
Stories sin el fil,FRENCH PASTRY,FRENCH PASTRY,MACARONS,62,16756.76
Stories sin el fil,FRENCH PASTRY,FRENCH PASTRY,CHOCOLATE SALTED CAKE,85,28078.08
Stories sin el fil,FRENCH PASTRY,FRENCH PASTRY,ECLAIR COFFEE,44,11891.89
Stories sin el fil,FRENCH PASTRY,FRENCH PASTRY,CHRISTMAS PISTACHIO ECLAIR,13,4684.68
Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,GUMMY BEARS COMBO,577,0
Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,GRANOLLA COMBO,715,0
Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,WAFER ROLL COMBO,482,0
Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,MARSHMALLOW COMBO,652,0
Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,BROWNIES COMBO,1257,0
Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,LOTUS BISCUIT COMBO,829,0
Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,CHOCOLATE CHIPS COMBO,618,0
Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,OREO COMBO,691,0
Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,SPRINKLES COMBO,222,0
Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,MIXED NUTS COMBO,591,0
Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,OATS COMBO,28,0
Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,STRAWBERRY COMBO,3439,0
Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,PINEAPPLE COMBO,1263,0
Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,MANGO COMBO,2333,0
Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,HONEY COMBO,150,0
Stories sin el fil,FROZEN YOGHURT,COMBO TOPPINGS,BLUEBERRIES COMBO,2727,0
Stories sin el fil,FROZEN YOGHURT,TOPPINGS,GRANOLLA,20,1201.2
Stories sin el fil,FROZEN YOGHURT,TOPPINGS,WAFER ROLL,8,480.48
Stories sin el fil,FROZEN YOGHURT,TOPPINGS,MARSHMALLOW,144,8648.65
Stories sin el fil,FROZEN YOGHURT,TOPPINGS,BROWNIES,11,660.66
Stories sin el fil,FROZEN YOGHURT,TOPPINGS,LOTUS BISCUITS,28,1681.68
Stories sin el fil,FROZEN YOGHURT,TOPPINGS,OREO,40,2402.4
Stories sin el fil,FROZEN YOGHURT,TOPPINGS,SPRINKLES,16,960.96
Stories sin el fil,FROZEN YOGHURT,TOPPINGS,CHOCOLATE CHIPS,67,4828.83
Stories sin el fil,FROZEN YOGHURT,TOPPINGS,MIXED NUTS,21,1261.26
Stories sin el fil,FROZEN YOGHURT,TOPPINGS,GUMMY BEARS,7,420.42
Stories sin el fil,FROZEN YOGHURT,TOPPINGS,STRAWBERRY,88.5,6378.38
Stories sin el fil,FROZEN YOGHURT,TOPPINGS,PINEAPPLE,48,3111.11
Stories sin el fil,FROZEN YOGHURT,TOPPINGS,MANGO,56.5,4072.07
Stories sin el fil,FROZEN YOGHURT,TOPPINGS,HONEY,116,8360.36
Stories sin el fil,FROZEN YOGHURT,TOPPINGS,BLUEBERRIES,105,7567.57
Stories sin el fil,FROZEN YOGHURT,LUXURY TOPPINGS,PISTACHIO CRUNCH,260,26546.55
Stories sin el fil,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE QUELLA CRUNCH,515,52582.58
Stories sin el fil,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE CRUNCH,50,5105.1
Stories sin el fil,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE QUELLA,170,17357.36
